Id,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,SalePrice,OverallQual,ExterQual,BsmtQual,KitchenQual,MSZoning_RM,Neighborhood_NoRidge,Neighborhood_NridgHt,Exterior1st_VinylSd,Exterior2nd_VinylSd,MasVnrType_BrkFace,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,GarageType_Detchd,SaleType_New,SaleCondition_Partial
559,1996,1997,0.0,729.0,729,1446,2,6,1,1996.0,2.0,406.0,175000.0,6.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
560,2003,2004,18.0,1374.0,1557,1557,2,7,1,2003.0,2.0,420.0,234000.0,6.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
561,1957,1996,180.0,1392.0,1392,1392,1,5,1,1957.0,2.0,528.0,121500.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
562,1974,1975,0.0,1389.0,1389,1389,1,6,1,1975.0,2.0,418.0,170000.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
563,1940,1969,0.0,996.0,996,996,1,6,1,1979.0,0.0,0.0,108000.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
564,1918,1950,0.0,1163.0,1163,1674,2,8,1,1955.0,2.0,396.0,185000.0,5.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
565,1992,2000,0.0,1095.0,1166,2295,2,9,1,1992.0,2.0,590.0,268000.0,6.0,3.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
566,1915,1950,0.0,806.0,841,1647,1,6,0,1920.0,1.0,216.0,128000.0,5.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
567,2005,2007,245.0,1122.0,1134,2504,2,11,1,2005.0,3.0,656.0,325000.0,8.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
568,2004,2004,168.0,1517.0,1535,1535,2,7,0,2004.0,2.0,532.0,214000.0,6.0,3.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
569,1983,2009,0.0,1496.0,1496,2132,1,5,1,1983.0,2.0,612.0,316600.0,7.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
570,1979,1979,0.0,943.0,943,943,1,4,2,1979.0,2.0,600.0,135960.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
571,1965,1965,108.0,1728.0,1728,1728,2,10,0,1987.0,2.0,576.0,142600.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
572,1959,1959,207.0,864.0,864,864,1,4,0,1959.0,1.0,288.0,120000.0,5.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
573,2009,2009,0.0,846.0,846,1692,2,6,0,2009.0,2.0,650.0,224500.0,6.0,2.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
574,2000,2000,0.0,384.0,774,1430,2,8,1,2000.0,2.0,400.0,170000.0,6.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
575,1971,2005,82.0,372.0,576,1109,1,5,0,1971.0,1.0,288.0,139000.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
576,1947,1950,0.0,832.0,832,1216,1,6,0,1947.0,1.0,336.0,118500.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
577,1928,1950,0.0,861.0,877,1477,2,6,1,1928.0,1.0,216.0,145000.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
578,1966,1966,97.0,1164.0,1320,1320,1,6,2,1966.0,2.0,564.0,164500.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
579,2007,2007,0.0,689.0,703,1392,2,5,0,2007.0,2.0,540.0,146000.0,6.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
580,1954,1954,335.0,1050.0,1050,1795,2,7,0,1954.0,1.0,352.0,131500.0,4.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
581,1960,1987,85.0,1144.0,1429,1429,1,7,2,1960.0,2.0,572.0,181900.0,5.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
582,2008,2009,306.0,2042.0,2042,2042,2,8,1,2009.0,3.0,1390.0,253293.0,7.0,4.0,5.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
583,1990,1990,104.0,816.0,816,816,1,5,0,1979.0,0.0,0.0,118500.0,5.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
584,1893,2000,0.0,1237.0,1521,2775,3,9,1,1988.0,2.0,880.0,325000.0,9.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
585,1935,1995,0.0,884.0,989,1573,1,6,0,1935.0,1.0,240.0,133000.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
586,2005,2006,208.0,1868.0,2028,2028,2,7,2,2005.0,3.0,880.0,369900.0,7.0,3.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
587,1918,2000,0.0,816.0,838,838,1,5,0,1961.0,1.0,275.0,130000.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
588,1982,1982,0.0,840.0,860,860,1,4,0,1996.0,2.0,528.0,137000.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
589,1968,2003,0.0,1437.0,1473,1473,1,5,2,1968.0,1.0,452.0,143000.0,4.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
590,1930,1960,0.0,742.0,779,935,1,4,0,1988.0,1.0,308.0,79500.0,4.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
591,2004,2004,0.0,770.0,770,1582,2,6,0,2004.0,2.0,520.0,185900.0,6.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
592,2008,2008,420.0,1722.0,1728,2296,2,10,1,2008.0,3.0,842.0,451950.0,9.0,4.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
593,1982,2003,0.0,816.0,816,816,1,4,0,1985.0,2.0,816.0,138000.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
594,2003,2003,170.0,848.0,848,848,1,4,0,2003.0,2.0,420.0,140000.0,5.0,3.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
595,1975,1975,0.0,924.0,924,924,1,5,0,1981.0,1.0,280.0,110000.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
596,2005,2006,238.0,1814.0,1826,1826,2,7,1,2005.0,3.0,758.0,319000.0,7.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
597,1910,1993,0.0,684.0,684,1368,1,7,0,1930.0,1.0,216.0,114504.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
598,2006,2007,72.0,1258.0,1402,1402,0,7,1,2006.0,3.0,648.0,194201.0,6.0,3.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
599,1977,1977,459.0,1430.0,1647,1647,2,7,1,1977.0,2.0,621.0,217500.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
600,1980,1980,0.0,716.0,716,1556,2,6,1,1980.0,2.0,452.0,151000.0,5.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
601,2005,2005,280.0,1058.0,1058,1904,2,8,1,2003.0,2.0,736.0,275000.0,7.0,3.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
602,1937,1950,0.0,780.0,780,1375,1,6,1,1979.0,1.0,544.0,141000.0,5.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
603,1992,1992,0.0,908.0,927,1915,2,8,1,1992.0,2.0,506.0,220000.0,7.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
604,2004,2005,0.0,600.0,600,1200,2,4,0,2004.0,2.0,480.0,151000.0,6.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
605,2002,2002,99.0,1494.0,1494,1494,2,6,1,2002.0,2.0,530.0,221000.0,6.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
606,1965,1990,176.0,768.0,1186,1986,2,7,3,1965.0,2.0,486.0,205000.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
607,1996,1996,0.0,1040.0,1040,1040,1,6,0,2000.0,2.0,576.0,152000.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
608,1948,2002,0.0,896.0,1112,2008,3,8,0,1948.0,1.0,230.0,225000.0,4.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
609,1934,1998,0.0,965.0,1940,3194,2,10,2,1934.0,2.0,380.0,359100.0,7.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
610,1961,1961,192.0,1029.0,1029,1029,1,5,0,1961.0,1.0,261.0,118500.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
611,2000,2000,204.0,1440.0,1476,2153,2,8,2,2000.0,3.0,736.0,313000.0,8.0,3.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
612,1978,1978,233.0,1032.0,1032,1032,2,6,1,1978.0,2.0,564.0,148000.0,5.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
613,2001,2001,108.0,1299.0,1299,1872,2,7,1,2001.0,2.0,531.0,261500.0,7.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
614,2007,2007,0.0,1120.0,1120,1120,1,6,0,1979.0,0.0,0.0,147000.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
615,1972,1972,0.0,630.0,630,630,1,3,0,1979.0,0.0,0.0,75500.0,3.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
616,1963,1963,156.0,936.0,1054,1054,1,6,0,1963.0,2.0,480.0,137500.0,5.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
617,2002,2003,0.0,783.0,807,1509,2,7,1,2002.0,2.0,393.0,183200.0,5.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
618,1954,1954,0.0,832.0,832,832,1,4,0,1962.0,2.0,528.0,105500.0,5.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
619,2007,2007,452.0,1822.0,1828,1828,2,9,1,2007.0,3.0,774.0,314813.0,8.0,4.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
620,2003,2003,226.0,1482.0,1482,2262,2,10,2,2003.0,3.0,749.0,305000.0,7.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
621,1914,1950,0.0,864.0,864,864,1,5,0,1979.0,0.0,0.0,67000.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
622,1974,1997,0.0,1522.0,1548,2614,2,9,1,1974.0,2.0,624.0,240000.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
623,1977,1977,153.0,980.0,980,980,1,6,0,1986.0,2.0,484.0,135000.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
624,2000,2000,513.0,756.0,756,1512,2,4,1,2000.0,2.0,440.0,168500.0,5.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
625,1972,1972,288.0,732.0,1012,1790,1,8,1,1972.0,2.0,484.0,165150.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
626,1962,1962,261.0,1116.0,1116,1116,1,5,0,1962.0,2.0,440.0,160000.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
627,1960,1978,0.0,978.0,1422,1422,1,6,1,1960.0,1.0,286.0,139900.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
628,1955,1972,164.0,1156.0,1520,1520,1,7,2,1955.0,1.0,364.0,153000.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
629,1969,1969,192.0,1040.0,1040,2080,1,9,2,1969.0,2.0,504.0,135000.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
630,1964,1964,259.0,1248.0,1350,1350,1,6,0,1964.0,2.0,520.0,168500.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
631,1880,1991,0.0,636.0,1089,1750,1,8,0,1937.0,1.0,240.0,124000.0,4.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
632,2006,2006,108.0,1554.0,1554,1554,2,6,1,2006.0,2.0,627.0,209500.0,7.0,3.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
633,1977,1977,209.0,1386.0,1411,1411,2,6,1,1977.0,2.0,544.0,82500.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
634,1954,2005,0.0,1056.0,1056,1056,1,6,0,1954.0,1.0,260.0,139400.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
635,1980,1980,0.0,1056.0,1056,1056,0,4,0,1980.0,2.0,576.0,144000.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
636,1914,1995,0.0,1440.0,1440,3395,2,14,0,1979.0,0.0,0.0,200000.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
637,1936,1950,0.0,264.0,800,800,1,4,1,1979.0,0.0,0.0,60000.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
638,1954,1954,0.0,811.0,811,1387,2,7,0,1954.0,1.0,256.0,93000.0,4.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
639,1910,1950,0.0,796.0,796,796,1,4,0,1979.0,0.0,0.0,85000.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
640,2006,2006,0.0,1520.0,1567,1567,2,7,1,2006.0,3.0,648.0,264561.0,7.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
641,2003,2004,472.0,1518.0,1518,1518,1,6,1,2003.0,2.0,588.0,274000.0,7.0,4.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
642,2001,2001,0.0,1057.0,1057,1929,2,7,1,2001.0,2.0,650.0,226000.0,6.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
643,1972,1995,0.0,1952.0,2000,2704,2,9,3,1972.0,2.0,538.0,345000.0,7.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
644,1969,1969,263.0,780.0,780,1620,2,7,0,1969.0,2.0,462.0,152000.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
645,2009,2009,162.0,1766.0,1766,1766,2,7,1,2009.0,3.0,478.0,370878.0,8.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
646,1971,1971,0.0,981.0,981,981,1,5,0,1979.0,2.0,576.0,143250.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
647,1950,1950,0.0,0.0,1048,1048,1,7,0,1950.0,2.0,420.0,98300.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
648,1953,1953,216.0,1094.0,1094,1094,1,5,2,1953.0,2.0,495.0,155000.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
649,1966,1966,351.0,756.0,1051,1839,1,7,1,1966.0,2.0,442.0,155000.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
650,1970,1970,0.0,630.0,630,630,1,3,0,1979.0,0.0,0.0,84500.0,3.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
651,2007,2007,0.0,813.0,822,1665,2,7,0,2007.0,2.0,562.0,205950.0,6.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
652,1940,1950,0.0,755.0,755,1510,1,7,1,1940.0,1.0,296.0,108000.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
653,1996,1996,0.0,880.0,909,1716,2,7,1,1996.0,2.0,512.0,191000.0,6.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
654,1906,1995,0.0,756.0,756,1469,1,7,0,1906.0,1.0,216.0,135000.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
655,1995,1995,660.0,2109.0,2113,2113,2,7,1,1995.0,3.0,839.0,350000.0,7.0,3.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
656,1971,1971,381.0,525.0,525,1092,1,6,0,1971.0,1.0,264.0,88000.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
657,1959,2006,54.0,1053.0,1053,1053,1,5,0,1959.0,1.0,312.0,145500.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
658,1931,2000,0.0,776.0,851,1502,1,6,1,1931.0,1.0,270.0,149000.0,6.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
659,1948,1950,0.0,912.0,912,1458,1,6,1,1948.0,1.0,330.0,97500.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
660,1964,1999,0.0,1486.0,1486,1486,1,7,0,1968.0,2.0,480.0,167000.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
661,1976,1976,233.0,793.0,1142,1935,2,7,1,1976.0,2.0,550.0,197900.0,6.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
662,1994,2005,528.0,1629.0,1686,2448,2,8,1,1994.0,3.0,711.0,402000.0,7.0,3.0,4.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
663,1968,1968,216.0,1392.0,1392,1392,1,5,2,1968.0,2.0,576.0,110000.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
664,1972,1972,0.0,1138.0,1181,1181,2,6,0,1974.0,2.0,588.0,137500.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
665,2005,2006,0.0,2077.0,2097,2097,1,8,1,2005.0,3.0,1134.0,423000.0,7.0,3.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
666,2000,2000,40.0,1406.0,1454,1936,2,7,1,2000.0,2.0,504.0,230500.0,7.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
667,1965,1979,113.0,1021.0,1465,2380,2,7,1,1965.0,2.0,596.0,129000.0,5.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
668,1994,1998,258.0,1408.0,1679,1679,2,7,1,1994.0,2.0,575.0,193500.0,5.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
669,1956,1987,0.0,1188.0,1437,1437,1,6,1,1999.0,2.0,576.0,168000.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
670,1922,1950,0.0,700.0,1180,1180,1,5,1,1922.0,1.0,252.0,137500.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
671,2005,2005,0.0,738.0,738,1476,2,7,0,2005.0,2.0,540.0,173500.0,5.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
672,1925,1950,0.0,672.0,697,1369,2,6,0,1930.0,1.0,300.0,103600.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
673,1977,1977,0.0,1208.0,1208,1208,1,6,1,1977.0,2.0,546.0,165000.0,5.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
674,1957,2004,106.0,1477.0,1839,1839,2,7,2,1957.0,2.0,416.0,257500.0,5.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
675,1965,1965,0.0,1136.0,1136,1136,1,5,1,1965.0,1.0,384.0,140000.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
676,1978,1978,0.0,855.0,855,1441,2,7,1,1978.0,2.0,440.0,148500.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
677,1900,1950,0.0,1095.0,1095,1774,2,8,0,1920.0,3.0,779.0,87000.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
678,1924,2006,0.0,768.0,792,792,1,5,0,1924.0,1.0,240.0,109500.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
679,2008,2008,464.0,2046.0,2046,2046,2,7,1,2008.0,3.0,834.0,372500.0,7.0,3.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
680,1961,1961,57.0,988.0,988,988,1,5,0,1963.0,2.0,572.0,128500.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
681,1980,1980,0.0,923.0,923,923,2,5,1,1980.0,1.0,264.0,143000.0,5.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
682,1932,2000,0.0,793.0,848,1520,1,6,0,1968.0,1.0,281.0,159434.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
